Prefix,Next Activity - Ground Truth,Role Prefix,Next Role,Time Between Prefix,Next Activity - Prediction,Correct Prediction
"[1, 12, 14, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.36740167915576055, 0.8658373567498399, 0.763406191155929]",10,1
"[1, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.36740167915576055, 0.8658373567498399, 0.763406191155929, -0.4306542546199366]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.8959884009896292]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.8959884009896292, 0.0020270217719837317]",2,1
[1],8,[1],1,[-1.4224766107948632],12,0
"[1, 8]",10,"[1, 1]",1,"[-1.4224766107948632, 0.5052259815452468]",10,1
"[1, 8, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.5052259815452468, 1.012894810767163]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -0.8884170624358094]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, -0.8884170624358094, -0.08962549440316926]",10,0
"[1, 12, 14, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.8884170624358094, -0.08962549440316926, 0.2098157993546643]",10,1
"[1, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.8884170624358094, -0.08962549440316926, 0.2098157993546643, -0.6432794856205368]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",8,"[1, 1]",1,"[-1.4224766107948632, -0.7818424087381136]",10,0
"[1, 12, 8]",10,"[1, 1, 1]",1,"[-1.4224766107948632, -0.7818424087381136, 0.9855719552706214]",10,1
"[1, 12, 8, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.7818424087381136, 0.9855719552706214, 0.9764086742763259]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.785850289459344]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.785850289459344, 0.7504779988881991]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 1.1535384442567524]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, 1.1535384442567524, 0.23635313319613616]",10,0
"[1, 12, 14, 12]",14,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 1.1535384442567524, 0.23635313319613616, 0.4704748150645048]",10,0
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 1.0341401974293203]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 1.0341401974293203, 0.9045537448611422]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.5598044418599074]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.5598044418599074, 0.7503739535801529]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.8549119740293576]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.8549119740293576, -0.12148467022725318]",2,1
[1],10,[1],1,[-1.4224766107948632],12,0
"[1, 10]",10,"[1, 1]",1,"[-1.4224766107948632, 0.7517620314950518]",2,0
"[1, 10, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.7517620314950518, -1.4224766107948632]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.8675345679213046]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.8675345679213046, -0.4498362983544101]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.7565030417530394]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.7565030417530394, 0.6259512685459978]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 1.0399436878721129]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 1.0399436878721129, 0.04322260023887901]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -0.1463516054200461]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, -0.1463516054200461, 0.4758115241731355]",10,0
"[1, 12, 14, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.1463516054200461, 0.4758115241731355, 0.7575271475443851]",10,1
"[1, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.1463516054200461, 0.4758115241731355, 0.7575271475443851, -0.9729737036015484]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.6432794856205368]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.6432794856205368, -0.1927761228532253]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",1,"[1, 1]",1,"[-1.4224766107948632, 0.7876405890967565]",12,0
"[1, 1, 1]",12,"[1, 1, 1]",1,"[-1.4224766107948632, 0.7876405890967565, -1.4224766107948632]",12,1
"[1, 1, 1, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.7876405890967565, -1.4224766107948632, 0.8419819353403333]",10,1
"[1, 1, 1, 12, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.7876405890967565, -1.4224766107948632, 0.8419819353403333, 0.9956557570919798]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.19915440224411166]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.19915440224411166, 0.6923052178212843]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.8811680079360862]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.8811680079360862, -0.12321640555477414]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.4847821523597324]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.4847821523597324, 1.0153297942156656]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -1.0302840343980082]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -1.0302840343980082, -0.18450146661074573]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.8120469316271718]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.8120469316271718, 0.009337317317933237]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.8686044792962858]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.8686044792962858, -0.7462284150772021]",2,1
[1],10,[1],1,[-1.4224766107948632],12,0
"[1, 10]",10,"[1, 1]",1,"[-1.4224766107948632, 0.6023564162054491]",2,0
"[1, 10, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.6023564162054491, -1.4224766107948632]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.48321072844482094]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.48321072844482094, 0.09738446667963988]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.9855027131857389]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.9855027131857389, -0.07913544052354278]",2,1
[6],1,[1],1,[-1.4224766107948632],1,1
"[6, 1]",1,"[1, 1]",1,"[-1.4224766107948632, 0.8418201550728646]",12,0
"[6, 1, 1]",12,"[1, 1, 1]",1,"[-1.4224766107948632, 0.8418201550728646, 0.8469368760191293]",12,1
"[6, 1, 1, 12]",14,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.8418201550728646, 0.8469368760191293, -0.9209589414604175]",10,0
"[6, 1, 1, 12, 14]",12,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.8418201550728646, 0.8469368760191293, -0.9209589414604175, -0.029863677712121655]",10,0
"[6, 1, 1, 12, 14, 12]",10,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.8418201550728646, 0.8469368760191293, -0.9209589414604175, -0.029863677712121655, 0.7006885026774915]",10,1
"[6, 1, 1, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.8418201550728646, 0.8469368760191293, -0.9209589414604175, -0.029863677712121655, 0.7006885026774915, -1.0682914220782906]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.4325429518708952]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.4325429518708952, 0.12362752970932814]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -1.0302840343980082]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -1.0302840343980082, -0.1873762533643321]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.2212072864503283]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.2212072864503283, -0.45557175848068315]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.45091013323145945]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.45091013323145945, 0.9375086587308247]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.5389243763313951]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.5389243763313951, 1.1417052783483554]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",12,"[1, 1]",1,"[-1.4224766107948632, 0.7805556004963093]",12,1
"[1, 1, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.7805556004963093, 0.3059826976818904]",10,1
"[1, 1, 12, 10]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.7805556004963093, 0.3059826976818904, 0.8081156855811727]",2,0
"[1, 1, 12, 10, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.7805556004963093, 0.3059826976818904, 0.8081156855811727, -1.2353531966526587]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.5067390387753931]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.5067390387753931, 0.030801457667603515]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",10,"[1, 1]",1,"[-1.4224766107948632, 0.45036524133128714]",12,0
"[1, 1, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.45036524133128714, -0.18858855080783848]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.5363489384643738]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.5363489384643738, -0.3419420327748019]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.9831432171415596]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.9831432171415596, -0.6579403216865126]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.8811680079360862]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.8811680079360862, -0.026401529768269823]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",12,"[1, 1]",1,"[-1.4224766107948632, -0.9209589414604175]",12,1
"[1, 1, 12]",14,"[1, 1, 1]",1,"[-1.4224766107948632, -0.9209589414604175, 0.8100902300758308]",10,0
"[1, 1, 12, 14]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.9209589414604175, 0.8100902300758308, 0.8261028072906597]",10,1
"[1, 1, 12, 14, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.9209589414604175, 0.8100902300758308, 0.8261028072906597, 1.054289826700406]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.9855962974934955]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.9855962974934955, -0.6042217735116275]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -1.0302840343980082]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, -1.0302840343980082, -0.9855962974934955]",12,0
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -1.0302840343980082, -0.9855962974934955, 0.9729038867525827]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.8099719440197635]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.8099719440197635, 0.7050076785047824]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.8099719440197635, 0.7050076785047824, 0.8505629042869995]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",12,"[1, 1]",1,"[-1.4224766107948632, -0.9855962974934955]",12,1
"[1, 1, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, -0.9855962974934955, -1.0302840343980082]",10,1
"[1, 1, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.9855962974934955, -1.0302840343980082, 0.5541618268126366]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.8121063233660725]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.8121063233660725, 0.2271551748362689]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.11619056870529601]",10,1
"[1, 12, 10]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.11619056870529601, -0.35892594694558216]",2,0
"[1, 12, 10, 10]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.11619056870529601, -0.35892594694558216, -1.4224766107948632]",2,0
"[1, 12, 10, 10, 10]",12,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.11619056870529601, -0.35892594694558216, -1.4224766107948632, -0.2625249889126518]",2,0
"[1, 12, 10, 10, 10, 12]",10,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.11619056870529601, -0.35892594694558216, -1.4224766107948632, -0.2625249889126518, -0.13792381215523702]",10,1
"[1, 12, 10, 10, 10, 12, 10]",2,"[1, 1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.11619056870529601, -0.35892594694558216, -1.4224766107948632, -0.2625249889126518, -0.13792381215523702, 0.8131837044076166]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.5269828192195134]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.5269828192195134, 0.5324832925820921]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.6327534886391165]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.6327534886391165, -1.0302840343980082]",2,1
"[1, 12, 10, 2]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.6327534886391165, -1.0302840343980082, 1.0928644507926002]",15,0
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",12,"[1, 1]",1,"[-1.4224766107948632, 0.2953529360991696]",10,0
"[1, 12, 12]",14,"[1, 1, 1]",1,"[-1.4224766107948632, 0.2953529360991696, 0.9738502328102386]",10,0
"[1, 12, 12, 14]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.2953529360991696, 0.9738502328102386, -0.11006181621178808]",10,1
"[1, 12, 12, 14, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.2953529360991696, 0.9738502328102386, -0.11006181621178808, 0.9469228159066122]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.11494618310229877]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.11494618310229877, 1.1088662556654632]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.436788463762088]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.436788463762088, 0.9407098003706188]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.436788463762088, 0.9407098003706188, 1.0534592646193732]",2,1
[1],10,[1],1,[-1.4224766107948632],12,0
"[1, 10]",2,"[1, 1]",1,"[-1.4224766107948632, -0.6579403216865126]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.5280269237710526]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.5280269237710526, 0.8196998805297616]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.46199711366656643]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.46199711366656643, 0.660315392171102]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.8708282825487925]",10,1
"[1, 12, 10]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.8708282825487925, 1.0159380956740522]",2,0
"[1, 12, 10, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.8708282825487925, 1.0159380956740522, -1.3044148812226724]",2,1
[1],10,[1],1,[-1.4224766107948632],12,0
"[1, 10]",2,"[1, 1]",1,"[-1.4224766107948632, -1.0140501305618201]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.11751113772079431]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.11751113772079431, -0.8431606202558036]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",12,"[1, 1]",1,"[-1.4224766107948632, 0.7405675619940764]",12,1
"[1, 1, 12]",14,"[1, 1, 1]",1,"[-1.4224766107948632, 0.7405675619940764, -0.999229737508277]",10,0
"[1, 1, 12, 14]",12,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.7405675619940764, -0.999229737508277, 0.6388868394836676]",10,0
"[1, 1, 12, 14, 12]",10,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.7405675619940764, -0.999229737508277, 0.6388868394836676, 0.8433938396013305]",10,1
"[1, 1, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.7405675619940764, -0.999229737508277, 0.6388868394836676, 0.8433938396013305, -0.7279615979313772]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.0987816869705606]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.0987816869705606, 0.13624317451080437]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.5129475051525677]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.5129475051525677, 0.20521449509558418]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.14682698131269323]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.14682698131269323, 0.12638740780887114]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 1.0682423218986605]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 1.0682423218986605, -0.1381951056637826]",2,1
[14],10,[1],1,[-1.4224766107948632],12,0
"[14, 10]",2,"[1, 1]",1,"[-1.4224766107948632, 0.545490588659046]",2,1
[6],1,[1],1,[-1.4224766107948632],1,1
"[6, 1]",12,"[1, 1]",1,"[-1.4224766107948632, 0.00807661999163495]",12,1
"[6, 1, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.00807661999163495, -0.9399036781947867]",10,1
"[6, 1, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.00807661999163495, -0.9399036781947867, -0.38689939310136356]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -0.5678980279266009]",10,0
"[1, 12, 14]",14,"[1, 1, 1]",1,"[-1.4224766107948632, -0.5678980279266009, -0.3351926180342751]",10,0
"[1, 12, 14, 14]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.5678980279266009, -0.3351926180342751, 0.3012349272436971]",12,0
"[1, 12, 14, 14, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.5678980279266009, -0.3351926180342751, 0.3012349272436971, 0.8618388696721009]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -0.9122223048258175]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, -0.9122223048258175, 0.5052404749111958]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.9122223048258175, 0.5052404749111958, 1.0322460609863318]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.9502296925060997]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.9502296925060997, -0.2711924531793816]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -1.048229782510454]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -1.048229782510454, 0.7799438571948977]",2,1
[1],10,[1],1,[-1.4224766107948632],12,0
"[1, 10]",2,"[1, 1]",1,"[-1.4224766107948632, -0.848934972281269]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.5167553637914268]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.5167553637914268, 0.6420734847742385]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -0.4368113251782974]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, -0.4368113251782974, -0.9301680529382633]",12,1
"[1, 12, 14, 12]",14,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.4368113251782974, -0.9301680529382633, 0.7003892082983345]",10,0
"[1, 12, 14, 12, 14]",12,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.4368113251782974, -0.9301680529382633, 0.7003892082983345, 0.7842063877249584]",10,0
"[1, 12, 14, 12, 14, 12]",10,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.4368113251782974, -0.9301680529382633, 0.7003892082983345, 0.7842063877249584, 0.8942505016325426]",10,1
"[1, 12, 14, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.4368113251782974, -0.9301680529382633, 0.7003892082983345, 0.7842063877249584, 0.8942505016325426, -0.8884170624358094]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.7935107142854466]",10,1
"[1, 12, 10]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.7935107142854466, 0.8462347554216213]",2,0
"[1, 12, 10, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.7935107142854466, 0.8462347554216213, -1.3044148812226724]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.8916498463386383]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.8916498463386383, 0.935282684843449]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -0.8169045863490754]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, -0.8169045863490754, 0.971163895462767]",10,0
"[1, 12, 14, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.8169045863490754, 0.971163895462767, 0.13620703466942716]",10,1
"[1, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.8169045863490754, 0.971163895462767, 0.13620703466942716, -1.0140501305618201]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -0.9502296925060997]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, -0.9502296925060997, 0.843890428201129]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.9502296925060997, 0.843890428201129, 0.2347394113028325]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.9496545093234572]",10,1
"[1, 12, 10]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.9496545093234572, 0.9522368609011954]",2,0
"[1, 12, 10, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.9496545093234572, 0.9522368609011954, -1.3044148812226724]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.8611063683682496]",10,1
